7.450000000000000000e+01,7.450000000000000000e+01,9.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+01
7.450000000000000000e+01,7.450000000000000000e+01,3.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01
7.753504965962294193e+01,7.450000000000000000e+01,3.015392029824313980e+01,-2.023366439748627954e+00,0.000000000000000000e+00,1.989738646783790799e+01
8.053895560265976883e+01,7.450000000000000000e+01,3.061410176242516101e+01,-4.025970401773165008e+00,0.000000000000000000e+00,1.959059882504989147e+01
8.348089368920071252e+01,7.450000000000000000e+01,3.137582230799852923e+01,-5.987262459467132203e+00,0.000000000000000000e+00,1.908278512800098170e+01
8.633067565339952409e+01,7.450000000000000000e+01,3.243126565139306905e+01,-7.887117102266344659e+00,0.000000000000000000e+00,1.837915623240461827e+01
8.905905887593239356e+01,7.450000000000000000e+01,3.376960151566252222e+01,-9.706039250621586234e+00,0.000000000000000000e+00,1.748693232289166133e+01
9.163804645284372441e+01,7.450000000000000000e+01,3.537709676378167956e+01,-1.142536430189581154e+01,0.000000000000000000e+00,1.641526882414554933e+01
9.404117448166661575e+01,7.450000000000000000e+01,3.723725631921622892e+01,-1.302744965444439629e+01,0.000000000000000000e+00,1.517516245385585449e+01
9.624378361687354300e+01,7.450000000000000000e+01,3.933099242772934190e+01,-1.449585574458235726e+01,0.000000000000000000e+00,1.377933838151378154e+01
9.822327210813091369e+01,7.450000000000000000e+01,4.163682052357005148e+01,-1.581551473875393299e+01,0.000000000000000000e+00,1.224211965095330612e+01
9.995932772484248119e+01,7.450000000000000000e+01,4.413107969019105070e+01,-1.697288514989497799e+01,0.000000000000000000e+00,1.057928020653931611e+01
1.014341361871222063e+02,7.450000000000000000e+01,4.678817545327086691e+01,-1.795609079141479469e+01,0.000000000000000000e+00,8.807883031152783815e+00
1.026325639644123981e+02,7.450000000000000000e+01,4.958084241465527953e+01,-1.875504264294160350e+01,0.000000000000000000e+00,6.946105056896513474e+00
1.035423135659861060e+02,7.449999999999998579e+01,5.248042403223824692e+01,-1.936154237732407069e+01,1.421085471520200372e-14,5.013050645174530473e+00
1.041540497298432939e+02,7.449999999999998579e+01,5.545716667486256313e+01,-1.976936648656217699e+01,1.421085471520200372e-14,3.028555550091660109e+00
1.044614952151316061e+02,7.449999999999998579e+01,5.848052493483847769e+01,-1.997433014342107072e+01,1.421085471520200372e-14,1.012983376774378996e+00
1.044614952151316061e+02,7.449999999999998579e+01,6.151947506516123099e+01,-1.997433014342107072e+01,1.421085471520200372e-14,-1.012983376774123201e+00
1.041540497298433934e+02,7.449999999999998579e+01,6.454283332513713844e+01,-1.976936648656227646e+01,1.421085471520200372e-14,-3.028555550091375892e+00
1.035423135659862055e+02,7.449999999999998579e+01,6.751957596776145465e+01,-1.936154237732415595e+01,1.421085471520200372e-14,-5.013050645174253361e+00
1.026325639644124976e+02,7.450000000000000000e+01,7.041915758534447889e+01,-1.875504264294168877e+01,0.000000000000000000e+00,-6.946105056896286101e+00
1.014341361871223057e+02,7.450000000000000000e+01,7.321182454672891993e+01,-1.795609079141487996e+01,0.000000000000000000e+00,-8.807883031152584863e+00
9.995932772484258066e+01,7.450000000000000000e+01,7.586892030980878587e+01,-1.697288514989506325e+01,0.000000000000000000e+00,-1.057928020653916690e+01
9.822327210813101317e+01,7.450000000000000000e+01,7.836317947642980641e+01,-1.581551473875401825e+01,0.000000000000000000e+00,-1.224211965095318533e+01
9.624378361687365668e+01,7.450000000000000000e+01,8.066900757227054442e+01,-1.449585574458245674e+01,0.000000000000000000e+00,-1.377933838151368207e+01
9.404117448166674365e+01,7.450000000000000000e+01,8.276274368078365740e+01,-1.302744965444450997e+01,0.000000000000000000e+00,-1.517516245385574791e+01
9.163804645284383810e+01,7.450000000000000000e+01,8.462290323621823518e+01,-1.142536430189591101e+01,0.000000000000000000e+00,-1.641526882414547117e+01
8.905905887593249304e+01,7.450000000000000000e+01,8.623039848433742804e+01,-9.706039250621671499e+00,0.000000000000000000e+00,-1.748693232289160449e+01
8.633067565339960936e+01,7.450000000000000000e+01,8.756873434860689542e+01,-7.887117102266415714e+00,0.000000000000000000e+00,-1.837915623240458274e+01
