0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01
-2.023366439748627954e+00,0.000000000000000000e+00,1.989738646783790799e+01
-4.025970401773165008e+00,0.000000000000000000e+00,1.959059882504989147e+01
-5.987262459467132203e+00,0.000000000000000000e+00,1.908278512800098170e+01
-7.887117102266344659e+00,0.000000000000000000e+00,1.837915623240461827e+01
-9.706039250621586234e+00,0.000000000000000000e+00,1.748693232289166133e+01
-1.142536430189581154e+01,0.000000000000000000e+00,1.641526882414554933e+01
-1.302744965444439629e+01,0.000000000000000000e+00,1.517516245385585449e+01
-1.449585574458235726e+01,0.000000000000000000e+00,1.377933838151378154e+01
-1.581551473875393299e+01,0.000000000000000000e+00,1.224211965095330612e+01
-1.697288514989497799e+01,0.000000000000000000e+00,1.057928020653931611e+01
-1.795609079141479469e+01,0.000000000000000000e+00,8.807883031152783815e+00
-1.875504264294160350e+01,0.000000000000000000e+00,6.946105056896513474e+00
-1.936154237732407069e+01,1.421085471520200372e-14,5.013050645174530473e+00
-1.976936648656217699e+01,1.421085471520200372e-14,3.028555550091660109e+00
-1.997433014342107072e+01,1.421085471520200372e-14,1.012983376774378996e+00
-1.997433014342107072e+01,1.421085471520200372e-14,-1.012983376774123201e+00
-1.976936648656227646e+01,1.421085471520200372e-14,-3.028555550091375892e+00
-1.936154237732415595e+01,1.421085471520200372e-14,-5.013050645174253361e+00
-1.875504264294168877e+01,0.000000000000000000e+00,-6.946105056896286101e+00
-1.795609079141487996e+01,0.000000000000000000e+00,-8.807883031152584863e+00
-1.697288514989506325e+01,0.000000000000000000e+00,-1.057928020653916690e+01
-1.581551473875401825e+01,0.000000000000000000e+00,-1.224211965095318533e+01
-1.449585574458245674e+01,0.000000000000000000e+00,-1.377933838151368207e+01
-1.302744965444450997e+01,0.000000000000000000e+00,-1.517516245385574791e+01
-1.142536430189591101e+01,0.000000000000000000e+00,-1.641526882414547117e+01
-9.706039250621671499e+00,0.000000000000000000e+00,-1.748693232289160449e+01
-7.887117102266415714e+00,0.000000000000000000e+00,-1.837915623240458274e+01
-5.987262459467203257e+00,0.000000000000000000e+00,-1.908278512800096394e+01
-4.025970401773236063e+00,0.000000000000000000e+00,-1.959059882504988082e+01
-2.023366439748656376e+00,0.000000000000000000e+00,-1.989738646783790443e+01
-1.369577485628710178e+01,-1.927598578515457461e+00,-1.445084277557644725e+01
-2.408744302536788950e+00,1.835783104014922174e+00,1.976936648656222317e+01
-1.748844600863984056e+01,-1.964922688848474763e+00,9.503623193640656552e+00
-5.210390619609484020e-02,2.450645382514508697e+00,-1.986132466921272055e+01
-1.956210644701215529e+01,-1.415442747183050187e+00,-3.959586692470999481e+00
-3.016889166585471571e+00,-1.753786420944422275e+00,-1.969321235721206165e+01
-8.773953938679454723e+00,-1.753786420945914415e+00,1.788692163206504659e+01
-1.220815065464856275e+01,1.761903601412413423e+00,-1.574350157285202556e+01
-1.009081235194813075e+00,-1.753786420958775238e+00,1.989738646783637677e+01
-1.745677814860280819e+01,1.620582469185649188e+00,-9.624909230986929742e+00
-1.981738471965763893e+01,1.786493527060287079e+00,2.020683482879626069e+00
-1.511670578629961881e+01,1.753786420944564384e+00,1.297726625141697099e+01
